,1,2,3,4
1,24.33333333,19.58333333,21.05,20.81666667
2,24.16666667,18.11666667,19.88333333,20.88333333
3,24.11666667,18.21666667,20.31666667,20.95
4,24.11666667,18.31666667,20.25,21.16666667
5,23.8,18.55,20.38333333,19.6
6,23.03333333,18.98333333,21.11666667,19.91666667
7,23.06666667,19.3,21.05,19.6
8,21.68333333,19.25,21.28333333,20.56666667
